grupo_id,dia,franja,hora,minuto_dia,origen,destino,tamano_grupo,espera_maxima_min,conexion_fuerte,fin_de_semana
0_00073,0,tarde,15,937.21,laksevag,sandviken,12,34.0,False,False
0_00075,0,tarde,15,945.38,bryggen,kleppesto,9,14.1,True,False
0_00087,0,tarde,15,947.45,bryggen,laksevag,8,18.1,True,False
0_00077,0,tarde,15,949.98,bryggen,kleppesto,8,19.3,True,False
0_00064,0,tarde,15,951.9,kleppesto,laksevag,7,25.2,False,False
0_00065,0,tarde,16,967.35,kleppesto,laksevag,9,28.8,False,False
0_00070,0,tarde,16,973.71,laksevag,kleppesto,5,28.9,False,False
0_00088,0,tarde,16,973.99,bryggen,laksevag,8,12.9,True,False
0_00096,0,tarde,16,975.96,bryggen,sandviken,11,12.6,True,False
0_00098,0,tarde,16,980.59,bryggen,sandviken,12,12.4,True,False
0_00082,0,tarde,16,981.21,bryggen,kleppesto,10,19.3,True,False
0_00067,0,tarde,16,984.08,kleppesto,bryggen,10,16.3,True,False
0_00072,0,tarde,16,984.98,laksevag,bryggen,11,11.8,True,False
0_00090,0,tarde,16,986.05,bryggen,laksevag,9,15.0,True,False
0_00104,0,tarde,16,994.49,sandviken,bryggen,5,17.8,True,False
0_00097,0,tarde,16,997.89,bryggen,sandviken,11,14.0,True,False
0_00089,0,tarde,16,1007.77,bryggen,laksevag,10,19.1,True,False
0_00084,0,tarde,17,1020.43,bryggen,kleppesto,7,19.4,True,False
0_00066,0,tarde,17,1021.93,kleppesto,laksevag,6,30.5,False,False
0_00099,0,tarde,17,1030.5,bryggen,sandviken,6,14.0,True,False
0_00093,0,tarde,17,1036.28,bryggen,laksevag,8,11.6,True,False
0_00091,0,tarde,17,1046.06,bryggen,laksevag,7,10.3,True,False
0_00105,0,tarde,17,1047.26,sandviken,bryggen,4,10.5,True,False
0_00100,0,tarde,17,1052.0,bryggen,sandviken,11,16.8,True,False
0_00092,0,tarde,17,1055.7,bryggen,laksevag,6,15.5,True,False
0_00101,0,tarde,17,1059.28,bryggen,sandviken,13,11.4,True,False
0_00071,0,tarde,17,1070.21,laksevag,kleppesto,8,28.2,False,False
0_00085,0,tarde,17,1072.7,bryggen,kleppesto,7,11.6,True,False
0_00083,0,tarde,17,1072.79,bryggen,kleppesto,13,11.6,True,False
0_00102,0,tarde,17,1074.76,sandviken,laksevag,13,31.9,False,False
0_00074,0,tarde,17,1078.85,laksevag,sandviken,12,31.9,False,False
0_00113,0,noche,18,1110.5,bryggen,sandviken,9,12.1,True,False
0_00110,0,noche,18,1128.07,bryggen,kleppesto,9,12.0,True,False
0_00107,0,noche,19,1160.3,laksevag,kleppesto,11,34.7,False,False
0_00111,0,noche,19,1171.94,bryggen,kleppesto,10,13.1,True,False
0_00112,0,noche,20,1244.42,bryggen,kleppesto,7,15.5,True,False
0_00108,0,noche,22,1378.46,laksevag,bryggen,11,18.6,True,False
0_00109,0,noche,23,1387.01,laksevag,sandviken,9,28.9,False,False
0_00106,0,noche,23,1410.86,kleppesto,bryggen,8,10.9,True,False
1_00032,1,manana,6,378.82,sandviken,bryggen,10,18.2,True,False
1_00003,1,manana,6,381.43,kleppesto,bryggen,10,18.6,True,False
1_00027,1,manana,6,382.19,bryggen,kleppesto,11,19.9,True,False
1_00015,1,manana,6,382.41,laksevag,bryggen,8,17.2,True,False
1_00031,1,manana,6,386.18,sandviken,kleppesto,6,25.6,False,False
1_00026,1,manana,6,386.84,bryggen,kleppesto,9,11.1,True,False
1_00013,1,manana,6,387.7,laksevag,bryggen,10,16.9,True,False
1_00002,1,manana,6,388.42,kleppesto,bryggen,7,10.1,True,False
1_00014,1,manana,6,389.18,laksevag,bryggen,11,19.8,True,False
1_00018,1,manana,6,393.38,laksevag,bryggen,6,13.7,True,False
1_00017,1,manana,6,404.56,laksevag,bryggen,13,12.4,True,False
1_00016,1,manana,6,419.39,laksevag,bryggen,7,16.6,True,False
1_00012,1,manana,7,423.92,laksevag,kleppesto,10,30.9,False,False
1_00035,1,manana,7,429.08,sandviken,bryggen,11,10.7,True,False
1_00019,1,manana,7,433.4,laksevag,bryggen,6,11.3,True,False
1_00034,1,manana,7,442.25,sandviken,bryggen,11,11.7,True,False
1_00021,1,manana,7,445.4,laksevag,bryggen,11,13.3,True,False
1_00005,1,manana,7,454.47,kleppesto,bryggen,8,16.7,True,False
1_00004,1,manana,7,460.08,kleppesto,bryggen,7,11.0,True,False
1_00036,1,manana,7,462.71,sandviken,bryggen,7,18.0,True,False
1_00020,1,manana,7,463.34,laksevag,bryggen,14,14.4,True,False
1_00024,1,manana,7,465.22,laksevag,sandviken,4,31.0,False,False
1_00011,1,manana,7,466.88,laksevag,kleppesto,11,29.4,False,False
1_00033,1,manana,7,475.29,sandviken,bryggen,9,14.4,True,False
1_00030,1,manana,7,475.53,bryggen,sandviken,9,10.7,True,False
1_00028,1,manana,7,476.92,bryggen,kleppesto,7,11.2,True,False
1_00025,1,manana,7,477.19,laksevag,sandviken,7,25.8,False,False
1_00029,1,manana,8,487.75,bryggen,laksevag,7,18.5,True,False
1_00037,1,manana,8,487.97,sandviken,bryggen,6,15.1,True,False
1_00006,1,manana,8,492.5,kleppesto,bryggen,7,17.1,True,False
1_00023,1,manana,8,493.52,laksevag,bryggen,11,11.1,True,False
1_00008,1,manana,8,507.53,kleppesto,bryggen,11,10.3,True,False
1_00022,1,manana,8,521.27,laksevag,bryggen,9,17.6,True,False
1_00010,1,manana,8,524.52,kleppesto,bryggen,12,18.4,True,False
1_00007,1,manana,8,537.71,kleppesto,bryggen,6,17.4,True,False
1_00001,1,manana,8,538.49,kleppesto,laksevag,8,33.4,False,False
1_00009,1,manana,8,538.64,kleppesto,bryggen,11,17.7,True,False
1_00058,1,valle,9,546.03,bryggen,laksevag,8,19.6,True,False
1_00038,1,valle,9,548.47,kleppesto,laksevag,9,25.3,False,False
1_00049,1,valle,9,556.45,laksevag,bryggen,8,13.7,True,False
1_00047,1,valle,9,569.3,laksevag,bryggen,10,10.8,True,False
1_00064,1,valle,9,577.93,bryggen,sandviken,4,14.2,True,False
1_00048,1,valle,9,579.08,laksevag,bryggen,6,13.6,True,False
1_00039,1,valle,9,585.13,kleppesto,bryggen,7,11.9,True,False
1_00041,1,valle,9,598.57,laksevag,kleppesto,9,33.6,False,False
1_00059,1,valle,10,600.07,bryggen,laksevag,12,13.6,True,False
1_00069,1,valle,10,606.61,sandviken,bryggen,6,17.5,True,False
1_00040,1,valle,10,624.84,kleppesto,bryggen,4,15.9,True,False
1_00042,1,valle,11,670.42,laksevag,kleppesto,11,33.6,False,False
1_00043,1,valle,11,683.52,laksevag,kleppesto,8,32.8,False,False
1_00065,1,valle,11,694.66,bryggen,sandviken,9,17.5,True,False
1_00052,1,valle,12,721.94,laksevag,sandviken,7,34.5,False,False
1_00045,1,valle,12,722.51,laksevag,kleppesto,9,28.3,False,False
1_00066,1,valle,12,727.57,bryggen,sandviken,5,11.0,True,False
1_00051,1,valle,12,728.15,laksevag,sandviken,7,28.6,False,False
1_00055,1,valle,12,733.48,bryggen,kleppesto,6,19.5,True,False
1_00044,1,valle,12,753.62,laksevag,kleppesto,5,29.6,False,False
1_00060,1,valle,12,768.1,bryggen,laksevag,6,10.3,True,False
1_00057,1,valle,12,768.18,bryggen,kleppesto,6,13.4,True,False
1_00050,1,valle,12,776.57,laksevag,bryggen,6,10.4,True,False
1_00056,1,valle,12,777.49,bryggen,kleppesto,9,14.6,True,False
1_00070,1,valle,12,778.93,sandviken,bryggen,11,16.2,True,False
1_00071,1,valle,13,785.33,sandviken,bryggen,13,19.6,True,False
1_00068,1,valle,13,831.66,sandviken,laksevag,7,32.3,False,False
1_00053,1,valle,14,852.64,laksevag,sandviken,11,28.5,False,False
1_00067,1,valle,14,863.58,sandviken,kleppesto,9,26.3,False,False
1_00063,1,valle,14,871.14,bryggen,laksevag,11,12.0,True,False
1_00046,1,valle,14,871.21,laksevag,kleppesto,11,25.3,False,False
1_00062,1,valle,14,881.96,bryggen,laksevag,10,16.2,True,False
1_00054,1,valle,14,886.64,laksevag,sandviken,8,34.9,False,False
1_00061,1,valle,14,895.25,bryggen,laksevag,12,10.8,True,False
1_00080,1,tarde,15,905.27,bryggen,kleppesto,15,13.9,True,False
1_00082,1,tarde,15,908.04,bryggen,kleppesto,5,14.3,True,False
1_00100,1,tarde,15,914.89,bryggen,sandviken,2,14.5,True,False
1_00092,1,tarde,15,926.25,bryggen,laksevag,12,15.9,True,False
1_00083,1,tarde,15,927.78,bryggen,kleppesto,14,15.6,True,False
1_00093,1,tarde,15,928.67,bryggen,laksevag,8,16.5,True,False
1_00077,1,tarde,15,935.53,laksevag,kleppesto,11,34.7,False,False
1_00081,1,tarde,15,936.93,bryggen,kleppesto,7,13.0,True,False
1_00076,1,tarde,15,954.65,laksevag,kleppesto,8,32.9,False,False
1_00075,1,tarde,15,956.17,laksevag,kleppesto,11,33.2,False,False
1_00084,1,tarde,16,966.38,bryggen,kleppesto,10,16.3,True,False
1_00088,1,tarde,16,972.88,bryggen,kleppesto,12,14.5,True,False
1_00103,1,tarde,16,974.66,bryggen,sandviken,4,15.3,True,False
1_00085,1,tarde,16,976.46,bryggen,kleppesto,9,16.9,True,False
1_00094,1,tarde,16,980.34,bryggen,laksevag,6,16.1,True,False
1_00090,1,tarde,16,981.45,bryggen,kleppesto,9,17.4,True,False
1_00086,1,tarde,16,986.19,bryggen,kleppesto,6,16.1,True,False
1_00079,1,tarde,16,1001.2,laksevag,sandviken,6,31.9,False,False
1_00101,1,tarde,16,1002.71,bryggen,sandviken,10,14.8,True,False
1_00102,1,tarde,16,1005.26,bryggen,sandviken,7,13.1,True,False
1_00073,1,tarde,16,1009.38,kleppesto,bryggen,7,14.5,True,False
1_00096,1,tarde,16,1009.48,bryggen,laksevag,9,17.4,True,False
1_00095,1,tarde,16,1010.15,bryggen,laksevag,10,15.8,True,False
1_00089,1,tarde,16,1015.93,bryggen,kleppesto,6,12.0,True,False
1_00087,1,tarde,16,1018.67,bryggen,kleppesto,7,13.2,True,False
1_00104,1,tarde,17,1020.28,bryggen,sandviken,6,12.1,True,False
1_00105,1,tarde,17,1022.99,bryggen,sandviken,7,12.8,True,False
1_00097,1,tarde,17,1024.85,bryggen,laksevag,7,10.1,True,False
1_00107,1,tarde,17,1030.81,sandviken,laksevag,9,33.3,False,False
1_00098,1,tarde,17,1040.21,bryggen,laksevag,6,15.1,True,False
1_00099,1,tarde,17,1044.62,bryggen,laksevag,9,17.2,True,False
1_00072,1,tarde,17,1047.9,kleppesto,laksevag,4,29.3,False,False
1_00091,1,tarde,17,1060.74,bryggen,kleppesto,10,19.9,True,False
1_00106,1,tarde,17,1065.24,sandviken,kleppesto,7,33.1,False,False
1_00074,1,tarde,17,1075.47,kleppesto,sandviken,7,31.0,False,False
1_00078,1,tarde,17,1078.63,laksevag,bryggen,8,16.0,True,False
1_00108,1,noche,18,1118.81,kleppesto,bryggen,6,16.9,True,False
1_00114,1,noche,18,1124.87,bryggen,kleppesto,9,14.9,True,False
1_00115,1,noche,19,1141.12,bryggen,kleppesto,5,19.5,True,False
1_00111,1,noche,19,1159.65,laksevag,bryggen,11,14.5,True,False
1_00118,1,noche,21,1260.34,bryggen,laksevag,5,11.0,True,False
1_00121,1,noche,21,1264.17,sandviken,bryggen,8,11.6,True,False
1_00120,1,noche,21,1271.2,sandviken,kleppesto,6,34.9,False,False
1_00110,1,noche,22,1334.07,laksevag,kleppesto,14,32.7,False,False
1_00116,1,noche,22,1350.34,bryggen,kleppesto,11,11.8,True,False
1_00109,1,noche,22,1361.09,kleppesto,bryggen,6,14.4,True,False
1_00119,1,noche,22,1366.74,bryggen,sandviken,7,11.8,True,False
1_00112,1,noche,22,1369.8,laksevag,bryggen,8,12.4,True,False
1_00117,1,noche,23,1417.41,bryggen,kleppesto,11,14.4,True,False
1_00113,1,noche,23,1430.73,laksevag,bryggen,7,17.0,True,False
2_00024,2,manana,6,379.48,sandviken,bryggen,9,19.8,True,False
2_00023,2,manana,6,379.89,sandviken,bryggen,3,18.5,True,False
2_00025,2,manana,6,382.39,sandviken,bryggen,7,13.4,True,False
2_00010,2,manana,6,386.32,laksevag,bryggen,12,18.6,True,False
2_00021,2,manana,6,389.92,bryggen,sandviken,5,13.0,True,False
2_00009,2,manana,6,393.2,laksevag,bryggen,6,13.0,True,False
2_00004,2,manana,6,401.68,kleppesto,bryggen,6,17.2,True,False
2_00019,2,manana,6,402.93,bryggen,laksevag,9,16.1,True,False
2_00011,2,manana,6,406.77,laksevag,bryggen,8,16.7,True,False
2_00006,2,manana,6,407.15,kleppesto,sandviken,14,31.5,False,False
2_00003,2,manana,6,409.18,kleppesto,bryggen,8,14.1,True,False
2_00007,2,manana,6,411.3,laksevag,kleppesto,7,29.1,False,False
2_00026,2,manana,6,412.64,sandviken,bryggen,10,13.7,True,False
2_00001,2,manana,7,439.16,kleppesto,laksevag,10,26.9,False,False
2_00027,2,manana,7,447.65,sandviken,bryggen,13,13.2,True,False
2_00012,2,manana,7,448.09,laksevag,bryggen,6,20.0,True,False
2_00015,2,manana,7,450.36,laksevag,bryggen,11,16.2,True,False
2_00008,2,manana,7,450.86,laksevag,kleppesto,9,25.2,False,False
2_00013,2,manana,7,453.48,laksevag,bryggen,11,11.5,True,False
2_00014,2,manana,7,453.88,laksevag,bryggen,15,14.6,True,False
2_00028,2,manana,7,455.16,sandviken,bryggen,4,14.0,True,False
2_00022,2,manana,7,456.19,bryggen,sandviken,12,16.7,True,False
2_00005,2,manana,7,471.35,kleppesto,bryggen,11,18.4,True,False
2_00031,2,manana,8,484.5,sandviken,bryggen,10,18.6,True,False
2_00032,2,manana,8,490.55,sandviken,bryggen,7,12.0,True,False
2_00017,2,manana,8,508.08,laksevag,bryggen,5,16.4,True,False
2_00002,2,manana,8,513.32,kleppesto,laksevag,9,33.9,False,False
2_00029,2,manana,8,515.39,sandviken,bryggen,4,16.4,True,False
2_00018,2,manana,8,517.85,bryggen,kleppesto,4,15.1,True,False
2_00016,2,manana,8,521.29,laksevag,bryggen,11,10.1,True,False
2_00030,2,manana,8,524.4,sandviken,bryggen,5,10.5,True,False
2_00020,2,manana,8,525.71,bryggen,laksevag,10,15.8,True,False
2_00035,2,valle,9,546.01,kleppesto,bryggen,9,12.5,True,False
2_00047,2,valle,9,578.62,bryggen,sandviken,6,15.0,True,False
2_00033,2,valle,9,590.72,kleppesto,laksevag,9,29.2,False,False
2_00043,2,valle,9,590.92,bryggen,kleppesto,7,11.7,True,False
2_00042,2,valle,10,622.66,laksevag,sandviken,9,26.1,False,False
2_00034,2,valle,12,767.81,kleppesto,laksevag,14,33.0,False,False
2_00044,2,valle,13,780.53,bryggen,kleppesto,11,14.5,True,False
2_00037,2,valle,13,793.61,kleppesto,bryggen,7,14.7,True,False
2_00036,2,valle,13,819.54,kleppesto,bryggen,11,16.1,True,False
2_00038,2,valle,13,829.77,kleppesto,bryggen,10,15.7,True,False
2_00048,2,valle,13,830.29,sandviken,kleppesto,13,27.5,False,False
2_00045,2,valle,14,865.09,bryggen,laksevag,8,10.6,True,False
2_00046,2,valle,14,876.1,bryggen,laksevag,6,12.9,True,False
2_00039,2,valle,14,879.78,kleppesto,bryggen,5,10.5,True,False
2_00040,2,valle,14,885.51,kleppesto,bryggen,6,12.0,True,False
2_00041,2,valle,14,895.37,kleppesto,bryggen,9,14.9,True,False
2_00049,2,valle,14,899.89,sandviken,bryggen,14,15.9,True,False
2_00070,2,tarde,15,903.85,bryggen,sandviken,8,12.3,True,False
2_00056,2,tarde,15,904.04,bryggen,kleppesto,16,16.5,True,False
2_00071,2,tarde,15,912.8,bryggen,sandviken,11,19.4,True,False
2_00064,2,tarde,15,913.8,bryggen,laksevag,8,13.2,True,False
2_00065,2,tarde,15,925.18,bryggen,laksevag,8,11.8,True,False
2_00052,2,tarde,15,925.48,laksevag,bryggen,8,10.5,True,False
2_00063,2,tarde,15,929.2,bryggen,laksevag,8,15.0,True,False
2_00057,2,tarde,15,934.98,bryggen,kleppesto,7,12.7,True,False
2_00058,2,tarde,15,935.77,bryggen,kleppesto,5,13.9,True,False
2_00066,2,tarde,15,949.96,bryggen,laksevag,7,18.1,True,False
2_00050,2,tarde,15,955.41,kleppesto,sandviken,10,28.3,False,False
2_00074,2,tarde,16,969.85,bryggen,sandviken,6,14.9,True,False
2_00072,2,tarde,16,987.27,bryggen,sandviken,7,13.1,True,False
2_00060,2,tarde,16,988.64,bryggen,kleppesto,8,15.2,True,False
2_00054,2,tarde,16,994.76,laksevag,bryggen,8,18.9,True,False
2_00068,2,tarde,16,995.13,bryggen,laksevag,10,11.4,True,False
2_00051,2,tarde,16,998.54,laksevag,kleppesto,9,29.1,False,False
2_00067,2,tarde,16,999.44,bryggen,laksevag,6,11.8,True,False
2_00073,2,tarde,16,1001.06,bryggen,sandviken,11,15.1,True,False
2_00059,2,tarde,16,1004.64,bryggen,kleppesto,15,16.2,True,False
2_00076,2,tarde,16,1006.1,sandviken,laksevag,8,33.2,False,False
2_00077,2,tarde,16,1012.06,sandviken,bryggen,9,12.3,True,False
2_00053,2,tarde,16,1014.09,laksevag,bryggen,10,15.9,True,False
2_00069,2,tarde,17,1034.01,bryggen,laksevag,6,14.5,True,False
2_00055,2,tarde,17,1037.95,laksevag,bryggen,11,19.4,True,False
2_00062,2,tarde,17,1053.03,bryggen,kleppesto,10,11.8,True,False
2_00078,2,tarde,17,1060.47,sandviken,bryggen,9,11.6,True,False
2_00075,2,tarde,17,1068.31,bryggen,sandviken,11,14.1,True,False
2_00061,2,tarde,17,1070.86,bryggen,kleppesto,8,16.6,True,False
2_00079,2,noche,18,1134.87,kleppesto,bryggen,9,19.8,True,False
2_00082,2,noche,19,1159.44,laksevag,bryggen,9,12.5,True,False
2_00087,2,noche,20,1202.72,bryggen,sandviken,7,11.5,True,False
2_00084,2,noche,20,1215.61,bryggen,kleppesto,6,11.6,True,False
2_00086,2,noche,20,1219.46,bryggen,sandviken,9,19.6,True,False
2_00083,2,noche,20,1225.19,laksevag,bryggen,8,19.8,True,False
2_00085,2,noche,21,1266.31,bryggen,kleppesto,5,14.7,True,False
2_00080,2,noche,22,1341.89,kleppesto,bryggen,14,15.0,True,False
2_00081,2,noche,23,1436.22,kleppesto,bryggen,6,17.1,True,False
3_00021,3,manana,6,363.47,laksevag,bryggen,9,17.7,True,False
3_00001,3,manana,6,372.82,kleppesto,laksevag,13,28.4,False,False
3_00018,3,manana,6,377.55,laksevag,kleppesto,10,33.0,False,False
3_00008,3,manana,6,379.11,kleppesto,bryggen,7,15.9,True,False
3_00003,3,manana,6,381.99,kleppesto,laksevag,7,30.2,False,False
3_00007,3,manana,6,392.47,kleppesto,bryggen,12,15.8,True,False
3_00002,3,manana,6,395.76,kleppesto,laksevag,5,33.2,False,False
3_00030,3,manana,6,396.29,bryggen,sandviken,8,15.5,True,False
3_00020,3,manana,6,402.59,laksevag,bryggen,6,17.4,True,False
3_00034,3,manana,6,403.15,sandviken,bryggen,4,14.9,True,False
3_00032,3,manana,6,404.41,bryggen,sandviken,15,18.3,True,False
3_00022,3,manana,6,407.57,laksevag,bryggen,4,16.8,True,False
3_00035,3,manana,6,408.17,sandviken,bryggen,6,13.1,True,False
3_00031,3,manana,6,410.16,bryggen,sandviken,14,14.0,True,False
3_00006,3,manana,6,410.86,kleppesto,bryggen,8,17.6,True,False
3_00029,3,manana,6,418.89,bryggen,laksevag,9,18.8,True,False
3_00013,3,manana,7,425.29,kleppesto,bryggen,10,12.4,True,False
3_00014,3,manana,7,433.01,kleppesto,bryggen,11,13.0,True,False
3_00033,3,manana,7,442.57,sandviken,kleppesto,12,28.5,False,False
3_00012,3,manana,7,445.69,kleppesto,bryggen,6,14.5,True,False
3_00037,3,manana,7,447.82,sandviken,bryggen,8,13.2,True,False
3_00023,3,manana,7,448.45,laksevag,bryggen,9,18.2,True,False
3_00009,3,manana,7,452.59,kleppesto,bryggen,6,17.1,True,False
3_00036,3,manana,7,453.05,sandviken,bryggen,7,17.2,True,False
3_00024,3,manana,7,453.16,laksevag,bryggen,10,11.4,True,False
3_00011,3,manana,7,459.85,kleppesto,bryggen,10,13.9,True,False
3_00010,3,manana,7,473.63,kleppesto,bryggen,7,15.5,True,False
3_00004,3,manana,7,478.66,kleppesto,laksevag,6,30.7,False,False
3_00016,3,manana,8,489.81,kleppesto,bryggen,9,19.7,True,False
3_00019,3,manana,8,490.24,laksevag,kleppesto,9,35.0,False,False
3_00015,3,manana,8,495.88,kleppesto,bryggen,12,14.2,True,False
3_00026,3,manana,8,505.54,laksevag,bryggen,7,12.4,True,False
3_00005,3,manana,8,511.25,kleppesto,laksevag,4,30.8,False,False
3_00039,3,manana,8,519.23,sandviken,bryggen,13,14.1,True,False
3_00017,3,manana,8,521.39,kleppesto,sandviken,8,30.3,False,False
3_00027,3,manana,8,525.99,laksevag,bryggen,8,19.6,True,False
3_00025,3,manana,8,527.26,laksevag,bryggen,9,19.7,True,False
3_00038,3,manana,8,535.68,sandviken,bryggen,8,17.0,True,False
3_00028,3,manana,8,535.83,laksevag,bryggen,10,18.5,True,False
3_00074,3,valle,9,548.17,sandviken,kleppesto,12,33.2,False,False
3_00076,3,valle,9,558.32,sandviken,laksevag,10,34.0,False,False
3_00052,3,valle,9,565.93,laksevag,bryggen,3,12.2,True,False
3_00068,3,valle,9,568.74,bryggen,sandviken,8,16.5,True,False
3_00059,3,valle,9,569.3,bryggen,kleppesto,11,19.6,True,False
3_00069,3,valle,9,581.83,bryggen,sandviken,6,18.5,True,False
3_00042,3,valle,9,586.17,kleppesto,bryggen,10,16.4,True,False
3_00060,3,valle,9,588.32,bryggen,kleppesto,8,19.0,True,False
3_00056,3,valle,10,615.03,laksevag,sandviken,9,29.5,False,False
3_00063,3,valle,10,622.46,bryggen,laksevag,9,12.2,True,False
3_00044,3,valle,10,633.32,kleppesto,bryggen,12,10.0,True,False
3_00055,3,valle,10,644.73,laksevag,sandviken,8,26.1,False,False
3_00070,3,valle,10,649.63,bryggen,sandviken,8,18.1,True,False
3_00043,3,valle,10,652.66,kleppesto,bryggen,8,13.6,True,False
3_00045,3,valle,11,683.11,kleppesto,bryggen,11,17.0,True,False
