grupo_id,dia,franja,hora,minuto_dia,origen,destino,tamano_grupo,espera_maxima_min,conexion_fuerte,fin_de_semana
dia1_00252,dia1,manana,6,383.68,sandviken,bryggen,13,15.0,True,False
dia1_00032,dia1,manana,6,384.38,kleppesto,bryggen,6,15.2,True,False
dia1_00245,dia1,manana,6,384.48,sandviken,laksevag,10,27.0,False,False
dia1_00022,dia1,manana,6,384.51,kleppesto,bryggen,11,14.8,True,False
dia1_00256,dia1,manana,6,384.55,sandviken,bryggen,12,17.6,True,False
dia1_00020,dia1,manana,6,386.2,kleppesto,bryggen,7,10.2,True,False
dia1_00006,dia1,manana,6,386.6,kleppesto,laksevag,14,32.4,False,False
dia1_00043,dia1,manana,6,386.77,kleppesto,bryggen,8,17.3,True,False
dia1_00001,dia1,manana,6,387.02,kleppesto,laksevag,5,26.9,False,False
dia1_00038,dia1,manana,6,387.71,kleppesto,bryggen,9,15.5,True,False
dia1_00259,dia1,manana,6,388.06,sandviken,bryggen,6,19.8,True,False
dia1_00207,dia1,manana,6,389.81,laksevag,sandviken,8,27.0,False,False
dia1_00040,dia1,manana,6,390.06,kleppesto,bryggen,5,16.7,True,False
dia1_00144,dia1,manana,6,390.27,laksevag,bryggen,10,15.5,True,False
dia1_00244,dia1,manana,6,391.21,sandviken,laksevag,8,26.8,False,False
dia1_00016,dia1,manana,6,393.21,kleppesto,bryggen,6,19.3,True,False
dia1_00008,dia1,manana,6,393.28,kleppesto,laksevag,11,28.3,False,False
dia1_00029,dia1,manana,6,393.42,kleppesto,bryggen,6,14.7,True,False
dia1_00017,dia1,manana,6,393.55,kleppesto,bryggen,13,15.8,True,False
dia1_00255,dia1,manana,6,394.86,sandviken,bryggen,10,12.9,True,False
dia1_00211,dia1,manana,6,395.44,bryggen,kleppesto,7,18.7,True,False
dia1_00257,dia1,manana,6,396.11,sandviken,bryggen,7,18.8,True,False
dia1_00131,dia1,manana,6,396.36,laksevag,bryggen,6,15.9,True,False
dia1_00254,dia1,manana,6,396.52,sandviken,bryggen,5,12.5,True,False
dia1_00146,dia1,manana,6,397.8,laksevag,bryggen,6,16.3,True,False
dia1_00046,dia1,manana,6,397.82,kleppesto,bryggen,5,19.2,True,False
dia1_00004,dia1,manana,6,398.63,kleppesto,laksevag,10,26.5,False,False
dia1_00212,dia1,manana,6,399.21,bryggen,kleppesto,7,12.8,True,False
dia1_00127,dia1,manana,6,399.38,laksevag,bryggen,9,16.3,True,False
dia1_00028,dia1,manana,6,399.71,kleppesto,bryggen,8,15.7,True,False
dia1_00031,dia1,manana,6,399.86,kleppesto,bryggen,9,13.3,True,False
dia1_00265,dia1,manana,6,401.07,sandviken,bryggen,13,15.5,True,False
dia1_00103,dia1,manana,6,401.69,kleppesto,sandviken,9,25.8,False,False
dia1_00042,dia1,manana,6,401.78,kleppesto,bryggen,4,16.6,True,False
dia1_00139,dia1,manana,6,401.89,laksevag,bryggen,6,17.0,True,False
dia1_00037,dia1,manana,6,403.34,kleppesto,bryggen,9,11.4,True,False
dia1_00149,dia1,manana,6,404.08,laksevag,bryggen,8,17.4,True,False
dia1_00210,dia1,manana,6,404.54,bryggen,kleppesto,7,11.6,True,False
dia1_00145,dia1,manana,6,404.71,laksevag,bryggen,13,14.3,True,False
dia1_00138,dia1,manana,6,406.33,laksevag,bryggen,9,15.7,True,False
dia1_00124,dia1,manana,6,406.61,laksevag,bryggen,14,13.0,True,False
dia1_00030,dia1,manana,6,407.03,kleppesto,bryggen,7,12.7,True,False
dia1_00243,dia1,manana,6,407.76,sandviken,laksevag,12,34.6,False,False
dia1_00136,dia1,manana,6,408.06,laksevag,bryggen,11,12.3,True,False
dia1_00132,dia1,manana,6,408.09,laksevag,bryggen,5,13.2,True,False
dia1_00033,dia1,manana,6,408.84,kleppesto,bryggen,11,14.4,True,False
dia1_00005,dia1,manana,6,409.37,kleppesto,laksevag,8,31.8,False,False
dia1_00140,dia1,manana,6,410.28,laksevag,bryggen,13,16.5,True,False
dia1_00134,dia1,manana,6,410.96,laksevag,bryggen,14,14.2,True,False
dia1_00147,dia1,manana,6,411.07,laksevag,bryggen,9,13.6,True,False
dia1_00023,dia1,manana,6,411.2,kleppesto,bryggen,10,17.8,True,False
dia1_00104,dia1,manana,6,411.64,kleppesto,sandviken,5,34.4,False,False
dia1_00251,dia1,manana,6,413.25,sandviken,bryggen,7,16.5,True,False
dia1_00126,dia1,manana,6,414.64,laksevag,bryggen,5,16.1,True,False
dia1_00206,dia1,manana,6,414.92,laksevag,sandviken,6,25.7,False,False
dia1_00003,dia1,manana,6,415.61,kleppesto,laksevag,9,25.4,False,False
dia1_00137,dia1,manana,6,415.67,laksevag,bryggen,9,15.7,True,False
dia1_00258,dia1,manana,6,416.12,sandviken,bryggen,6,19.0,True,False
dia1_00113,dia1,manana,6,416.17,laksevag,kleppesto,8,28.8,False,False
dia1_00165,dia1,manana,7,420.88,laksevag,bryggen,10,18.5,True,False
dia1_00058,dia1,manana,7,422.69,kleppesto,bryggen,3,16.0,True,False
dia1_00159,dia1,manana,7,423.33,laksevag,bryggen,11,14.8,True,False
dia1_00157,dia1,manana,7,424.32,laksevag,bryggen,15,13.4,True,False
dia1_00070,dia1,manana,7,425.67,kleppesto,bryggen,6,18.7,True,False
dia1_00217,dia1,manana,7,426.11,bryggen,kleppesto,5,10.5,True,False
dia1_00156,dia1,manana,7,426.95,laksevag,bryggen,11,15.4,True,False
dia1_00117,dia1,manana,7,427.11,laksevag,kleppesto,10,29.6,False,False
dia1_00171,dia1,manana,7,427.18,laksevag,bryggen,4,19.2,True,False
dia1_00075,dia1,manana,7,427.37,kleppesto,bryggen,8,16.5,True,False
dia1_00235,dia1,manana,7,428.62,bryggen,sandviken,2,19.0,True,False
dia1_00077,dia1,manana,7,429.2,kleppesto,bryggen,13,14.5,True,False
dia1_00169,dia1,manana,7,429.22,laksevag,bryggen,6,11.0,True,False
dia1_00270,dia1,manana,7,429.62,sandviken,bryggen,6,18.7,True,False
dia1_00057,dia1,manana,7,429.88,kleppesto,bryggen,6,19.7,True,False
dia1_00268,dia1,manana,7,429.92,sandviken,bryggen,6,17.1,True,False
dia1_00162,dia1,manana,7,430.38,laksevag,bryggen,8,15.0,True,False
dia1_00237,dia1,manana,7,430.38,bryggen,sandviken,15,15.4,True,False
dia1_00215,dia1,manana,7,431.11,bryggen,kleppesto,4,15.2,True,False
dia1_00010,dia1,manana,7,433.61,kleppesto,laksevag,11,33.3,False,False
dia1_00226,dia1,manana,7,433.7,bryggen,laksevag,6,10.3,True,False
dia1_00074,dia1,manana,7,434.46,kleppesto,bryggen,7,14.3,True,False
dia1_00223,dia1,manana,7,434.55,bryggen,laksevag,4,19.2,True,False
dia1_00269,dia1,manana,7,435.2,sandviken,bryggen,13,18.5,True,False
dia1_00055,dia1,manana,7,435.36,kleppesto,bryggen,14,11.4,True,False
dia1_00072,dia1,manana,7,435.75,kleppesto,bryggen,12,14.1,True,False
dia1_00160,dia1,manana,7,436.84,laksevag,bryggen,15,17.7,True,False
dia1_00053,dia1,manana,7,437.46,kleppesto,bryggen,7,16.3,True,False
dia1_00274,dia1,manana,7,437.76,sandviken,bryggen,11,12.4,True,False
dia1_00176,dia1,manana,7,438.66,laksevag,bryggen,8,10.2,True,False
dia1_00163,dia1,manana,7,438.83,laksevag,bryggen,8,19.1,True,False
dia1_00153,dia1,manana,7,438.87,laksevag,bryggen,9,17.6,True,False
dia1_00066,dia1,manana,7,438.96,kleppesto,bryggen,6,18.0,True,False
dia1_00051,dia1,manana,7,439.03,kleppesto,bryggen,12,10.2,True,False
dia1_00222,dia1,manana,7,439.35,bryggen,laksevag,13,11.4,True,False
dia1_00227,dia1,manana,7,439.84,bryggen,laksevag,4,11.1,True,False
dia1_00161,dia1,manana,7,440.05,laksevag,bryggen,6,18.5,True,False
dia1_00172,dia1,manana,7,441.9,laksevag,bryggen,7,16.3,True,False
dia1_00275,dia1,manana,7,442.28,sandviken,bryggen,6,11.6,True,False
dia1_00168,dia1,manana,7,442.34,laksevag,bryggen,6,15.3,True,False
dia1_00069,dia1,manana,7,442.42,kleppesto,bryggen,10,16.1,True,False
dia1_00179,dia1,manana,7,443.27,laksevag,bryggen,11,13.1,True,False
dia1_00276,dia1,manana,7,444.29,sandviken,bryggen,8,19.4,True,False
dia1_00059,dia1,manana,7,446.11,kleppesto,bryggen,7,19.3,True,False
dia1_00009,dia1,manana,7,448.54,kleppesto,laksevag,8,28.1,False,False
dia1_00224,dia1,manana,7,448.79,bryggen,laksevag,8,10.1,True,False
dia1_00155,dia1,manana,7,449.65,laksevag,bryggen,6,13.7,True,False
dia1_00238,dia1,manana,7,450.44,bryggen,sandviken,9,16.2,True,False
dia1_00054,dia1,manana,7,450.9,kleppesto,bryggen,11,11.1,True,False
dia1_00065,dia1,manana,7,451.13,kleppesto,bryggen,9,18.3,True,False
dia1_00151,dia1,manana,7,451.22,laksevag,bryggen,3,16.5,True,False
dia1_00267,dia1,manana,7,452.54,sandviken,bryggen,10,12.5,True,False
dia1_00216,dia1,manana,7,453.73,bryggen,kleppesto,13,13.1,True,False
dia1_00272,dia1,manana,7,455.05,sandviken,bryggen,5,15.3,True,False
dia1_00170,dia1,manana,7,456.05,laksevag,bryggen,12,14.0,True,False
dia1_00266,dia1,manana,7,457.01,sandviken,bryggen,10,14.5,True,False
dia1_00180,dia1,manana,7,458.45,laksevag,bryggen,9,16.0,True,False
dia1_00218,dia1,manana,7,459.18,bryggen,kleppesto,4,11.1,True,False
dia1_00068,dia1,manana,7,459.7,kleppesto,bryggen,10,15.3,True,False
dia1_00011,dia1,manana,7,460.19,kleppesto,laksevag,10,33.0,False,False
dia1_00225,dia1,manana,7,461.0,bryggen,laksevag,10,11.9,True,False
dia1_00177,dia1,manana,7,461.26,laksevag,bryggen,5,19.3,True,False
dia1_00236,dia1,manana,7,461.59,bryggen,sandviken,3,18.8,True,False
dia1_00178,dia1,manana,7,462.32,laksevag,bryggen,7,14.5,True,False
dia1_00115,dia1,manana,7,463.07,laksevag,kleppesto,6,33.3,False,False
dia1_00247,dia1,manana,7,464.01,sandviken,laksevag,8,32.4,False,False
dia1_00273,dia1,manana,7,464.11,sandviken,bryggen,7,12.5,True,False
dia1_00164,dia1,manana,7,464.56,laksevag,bryggen,5,15.9,True,False
dia1_00071,dia1,manana,7,464.81,kleppesto,bryggen,6,16.0,True,False
dia1_00062,dia1,manana,7,464.92,kleppesto,bryggen,6,17.8,True,False
dia1_00067,dia1,manana,7,466.32,kleppesto,bryggen,11,12.3,True,False
dia1_00175,dia1,manana,7,466.33,laksevag,bryggen,9,11.9,True,False
dia1_00105,dia1,manana,7,466.96,kleppesto,sandviken,7,31.2,False,False
dia1_00214,dia1,manana,7,467.26,bryggen,kleppesto,8,14.6,True,False
dia1_00106,dia1,manana,7,467.71,kleppesto,sandviken,9,26.7,False,False
dia1_00152,dia1,manana,7,467.99,laksevag,bryggen,6,16.7,True,False
dia1_00050,dia1,manana,7,468.5,kleppesto,bryggen,9,19.2,True,False
dia1_00166,dia1,manana,7,469.63,laksevag,bryggen,8,13.4,True,False
dia1_00049,dia1,manana,7,469.79,kleppesto,bryggen,6,12.9,True,False
dia1_00076,dia1,manana,7,469.87,kleppesto,bryggen,10,18.7,True,False
dia1_00154,dia1,manana,7,470.24,laksevag,bryggen,6,10.6,True,False
dia1_00158,dia1,manana,7,470.52,laksevag,bryggen,9,18.4,True,False
dia1_00118,dia1,manana,7,471.03,laksevag,kleppesto,3,29.4,False,False
dia1_00271,dia1,manana,7,471.12,sandviken,bryggen,12,13.4,True,False
dia1_00167,dia1,manana,7,471.39,laksevag,bryggen,8,15.0,True,False
dia1_00241,dia1,manana,7,472.43,sandviken,kleppesto,7,31.1,False,False
dia1_00248,dia1,manana,7,472.7,sandviken,laksevag,9,32.3,False,False
dia1_00063,dia1,manana,7,473.45,kleppesto,bryggen,9,10.2,True,False
dia1_00061,dia1,manana,7,473.5,kleppesto,bryggen,10,14.7,True,False
dia1_00064,dia1,manana,7,473.61,kleppesto,bryggen,10,11.1,True,False
dia1_00213,dia1,manana,7,474.15,bryggen,kleppesto,9,10.7,True,False
dia1_00056,dia1,manana,7,476.16,kleppesto,bryggen,9,14.2,True,False
dia1_00073,dia1,manana,7,476.21,kleppesto,bryggen,8,13.7,True,False
dia1_00107,dia1,manana,7,476.76,kleppesto,sandviken,5,30.6,False,False
dia1_00116,dia1,manana,7,477.07,laksevag,kleppesto,9,28.0,False,False
dia1_00052,dia1,manana,7,477.17,kleppesto,bryggen,6,15.6,True,False
dia1_00219,dia1,manana,7,477.32,bryggen,kleppesto,7,13.8,True,False
dia1_00173,dia1,manana,7,477.51,laksevag,bryggen,7,11.8,True,False
dia1_00114,dia1,manana,7,479.2,laksevag,kleppesto,9,29.5,False,False
dia1_00239,dia1,manana,7,479.51,bryggen,sandviken,6,12.7,True,False
dia1_00060,dia1,manana,7,479.54,kleppesto,bryggen,6,18.0,True,False
dia1_00174,dia1,manana,7,479.73,laksevag,bryggen,8,13.4,True,False
dia1_00012,dia1,manana,8,480.44,kleppesto,laksevag,11,26.1,False,False
dia1_00092,dia1,manana,8,481.27,kleppesto,bryggen,5,16.9,True,False
dia1_00289,dia1,manana,8,481.8,sandviken,bryggen,7,13.9,True,False
dia1_00202,dia1,manana,8,482.46,laksevag,bryggen,9,14.1,True,False
dia1_00095,dia1,manana,8,483.2,kleppesto,bryggen,14,19.2,True,False
dia1_00093,dia1,manana,8,483.32,kleppesto,bryggen,11,13.0,True,False
dia1_00081,dia1,manana,8,483.99,kleppesto,bryggen,7,13.9,True,False
dia1_00112,dia1,manana,8,485.26,kleppesto,sandviken,7,28.1,False,False
dia1_00080,dia1,manana,8,486.32,kleppesto,bryggen,6,14.6,True,False
dia1_00190,dia1,manana,8,486.85,laksevag,bryggen,4,13.0,True,False
dia1_00091,dia1,manana,8,486.93,kleppesto,bryggen,12,13.8,True,False
dia1_00111,dia1,manana,8,487.03,kleppesto,sandviken,10,28.6,False,False
dia1_00290,dia1,manana,8,487.14,sandviken,bryggen,11,19.2,True,False
dia1_00110,dia1,manana,8,487.18,kleppesto,sandviken,11,27.7,False,False
dia1_00201,dia1,manana,8,487.43,laksevag,bryggen,7,13.0,True,False
dia1_00281,dia1,manana,8,487.54,sandviken,bryggen,15,10.0,True,False
dia1_00280,dia1,manana,8,487.91,sandviken,bryggen,6,16.4,True,False
dia1_00086,dia1,manana,8,488.63,kleppesto,bryggen,8,14.2,True,False
dia1_00083,dia1,manana,8,488.77,kleppesto,bryggen,9,12.7,True,False
dia1_00090,dia1,manana,8,489.22,kleppesto,bryggen,5,13.3,True,False
dia1_00230,dia1,manana,8,489.76,bryggen,laksevag,8,13.2,True,False
dia1_00285,dia1,manana,8,489.81,sandviken,bryggen,6,14.6,True,False
dia1_00088,dia1,manana,8,489.93,kleppesto,bryggen,5,13.7,True,False
dia1_00094,dia1,manana,8,490.48,kleppesto,bryggen,12,19.5,True,False
dia1_00220,dia1,manana,8,492.42,bryggen,kleppesto,7,13.9,True,False
dia1_00287,dia1,manana,8,492.46,sandviken,bryggen,7,11.5,True,False
dia1_00288,dia1,manana,8,495.19,sandviken,bryggen,5,16.3,True,False
dia1_00121,dia1,manana,8,497.03,laksevag,kleppesto,17,25.9,False,False
dia1_00089,dia1,manana,8,497.08,kleppesto,bryggen,11,13.7,True,False
dia1_00197,dia1,manana,8,497.29,laksevag,bryggen,11,13.4,True,False
dia1_00240,dia1,manana,8,497.69,bryggen,sandviken,10,18.4,True,False
dia1_00085,dia1,manana,8,498.62,kleppesto,bryggen,5,14.8,True,False
dia1_00099,dia1,manana,8,499.08,kleppesto,bryggen,11,18.5,True,False
dia1_00292,dia1,manana,8,499.29,sandviken,bryggen,10,17.3,True,False
dia1_00200,dia1,manana,8,500.79,laksevag,bryggen,4,20.0,True,False
dia1_00098,dia1,manana,8,503.62,kleppesto,bryggen,9,15.4,True,False
dia1_00208,dia1,manana,8,505.22,laksevag,sandviken,10,27.8,False,False
dia1_00279,dia1,manana,8,506.07,sandviken,bryggen,9,14.4,True,False
dia1_00192,dia1,manana,8,506.41,laksevag,bryggen,4,14.0,True,False
dia1_00183,dia1,manana,8,508.65,laksevag,bryggen,8,14.0,True,False
dia1_00283,dia1,manana,8,508.92,sandviken,bryggen,10,12.8,True,False
dia1_00204,dia1,manana,8,509.38,laksevag,bryggen,3,15.7,True,False
dia1_00100,dia1,manana,8,510.27,kleppesto,bryggen,6,16.5,True,False
dia1_00277,dia1,manana,8,511.78,sandviken,bryggen,8,12.1,True,False
dia1_00278,dia1,manana,8,512.19,sandviken,bryggen,8,19.2,True,False
dia1_00193,dia1,manana,8,513.19,laksevag,bryggen,5,12.7,True,False
dia1_00286,dia1,manana,8,513.26,sandviken,bryggen,12,11.3,True,False
dia1_00096,dia1,manana,8,515.47,kleppesto,bryggen,11,14.8,True,False
dia1_00082,dia1,manana,8,515.67,kleppesto,bryggen,7,16.4,True,False
dia1_00108,dia1,manana,8,515.98,kleppesto,sandviken,10,34.0,False,False
dia1_00293,dia1,manana,8,516.49,sandviken,bryggen,11,14.6,True,False
dia1_00229,dia1,manana,8,517.15,bryggen,laksevag,12,18.1,True,False
dia1_00182,dia1,manana,8,517.22,laksevag,bryggen,14,10.3,True,False
dia1_00194,dia1,manana,8,519.25,laksevag,bryggen,10,18.9,True,False
dia1_00014,dia1,manana,8,519.89,kleppesto,laksevag,9,29.7,False,False
dia1_00242,dia1,manana,8,520.66,sandviken,kleppesto,10,30.7,False,False
dia1_00097,dia1,manana,8,520.84,kleppesto,bryggen,11,13.3,True,False
dia1_00015,dia1,manana,8,522.31,kleppesto,laksevag,6,30.7,False,False
dia1_00186,dia1,manana,8,523.24,laksevag,bryggen,9,12.4,True,False
dia1_00191,dia1,manana,8,523.94,laksevag,bryggen,8,15.9,True,False
dia1_00198,dia1,manana,8,524.03,laksevag,bryggen,10,17.2,True,False
dia1_00078,dia1,manana,8,524.76,kleppesto,bryggen,11,15.1,True,False
dia1_00199,dia1,manana,8,525.0,laksevag,bryggen,11,18.1,True,False
dia1_00184,dia1,manana,8,525.69,laksevag,bryggen,11,19.0,True,False
dia1_00231,dia1,manana,8,526.38,bryggen,laksevag,9,18.0,True,False
dia1_00203,dia1,manana,8,526.64,laksevag,bryggen,11,11.4,True,False
dia1_00188,dia1,manana,8,526.92,laksevag,bryggen,12,13.5,True,False
dia1_00013,dia1,manana,8,527.22,kleppesto,laksevag,8,31.7,False,False
dia1_00079,dia1,manana,8,528.99,kleppesto,bryggen,4,18.6,True,False
dia1_00084,dia1,manana,8,529.48,kleppesto,bryggen,8,11.4,True,False
dia1_00228,dia1,manana,8,531.2,bryggen,laksevag,7,13.6,True,False
dia1_00232,dia1,manana,8,531.33,bryggen,laksevag,15,16.0,True,False
dia1_00250,dia1,manana,8,531.93,sandviken,laksevag,5,32.4,False,False
dia1_00189,dia1,manana,8,532.01,laksevag,bryggen,11,18.5,True,False
dia1_00101,dia1,manana,8,532.5,kleppesto,bryggen,9,18.0,True,False
dia1_00120,dia1,manana,8,532.75,laksevag,kleppesto,5,31.5,False,False
dia1_00185,dia1,manana,8,534.2,laksevag,bryggen,5,16.7,True,False
dia1_00249,dia1,manana,8,534.24,sandviken,laksevag,11,27.0,False,False
dia1_00291,dia1,manana,8,535.01,sandviken,bryggen,9,13.2,True,False
dia1_00087,dia1,manana,8,535.26,kleppesto,bryggen,9,12.3,True,False
dia1_00109,dia1,manana,8,535.87,kleppesto,sandviken,8,32.6,False,False
dia1_00282,dia1,manana,8,537.13,sandviken,bryggen,11,19.9,True,False
dia1_00284,dia1,manana,8,537.19,sandviken,bryggen,8,10.6,True,False
dia1_00209,dia1,manana,8,537.55,laksevag,sandviken,9,34.0,False,False
dia1_00187,dia1,manana,8,537.79,laksevag,bryggen,11,18.5,True,False
dia1_00195,dia1,manana,8,538.19,laksevag,bryggen,10,11.9,True,False
dia1_00181,dia1,manana,8,538.91,laksevag,bryggen,8,16.8,True,False
dia1_00196,dia1,manana,8,539.07,laksevag,bryggen,11,10.8,True,False
dia1_00205,dia1,manana,8,539.13,laksevag,bryggen,9,20.0,True,False
dia1_00119,dia1,manana,8,539.82,laksevag,kleppesto,11,31.7,False,False
dia1_00296,dia1,valle,9,542.42,kleppesto,laksevag,9,32.4,False,False
dia1_00320,dia1,valle,9,546.71,kleppesto,bryggen,10,17.3,True,False
dia1_00500,dia1,valle,9,547.63,bryggen,sandviken,9,10.6,True,False
dia1_00536,dia1,valle,9,548.8,sandviken,bryggen,3,13.2,True,False
dia1_00432,dia1,valle,9,550.19,bryggen,kleppesto,6,12.8,True,False
dia1_00355,dia1,valle,9,550.22,kleppesto,sandviken,8,34.7,False,False
dia1_00322,dia1,valle,9,550.58,kleppesto,bryggen,15,13.2,True,False
dia1_00501,dia1,valle,9,551.32,bryggen,sandviken,4,10.5,True,False
dia1_00433,dia1,valle,9,551.71,bryggen,kleppesto,11,19.6,True,False
dia1_00504,dia1,valle,9,553.67,bryggen,sandviken,10,18.5,True,False
dia1_00420,dia1,valle,9,554.46,laksevag,sandviken,10,28.1,False,False
dia1_00426,dia1,valle,9,556.09,bryggen,kleppesto,5,12.6,True,False
dia1_00431,dia1,valle,9,557.78,bryggen,kleppesto,6,12.4,True,False
dia1_00499,dia1,valle,9,559.84,bryggen,sandviken,10,12.8,True,False
dia1_00537,dia1,valle,9,560.18,sandviken,bryggen,8,14.8,True,False
dia1_00429,dia1,valle,9,560.68,bryggen,kleppesto,11,16.8,True,False
dia1_00523,dia1,valle,9,562.69,sandviken,kleppesto,9,31.9,False,False
dia1_00323,dia1,valle,9,565.41,kleppesto,bryggen,18,14.6,True,False
dia1_00381,dia1,valle,9,565.74,laksevag,bryggen,13,10.5,True,False
dia1_00382,dia1,valle,9,565.86,laksevag,bryggen,4,19.4,True,False
dia1_00503,dia1,valle,9,566.78,bryggen,sandviken,6,10.2,True,False
dia1_00297,dia1,valle,9,566.98,kleppesto,laksevag,10,29.0,False,False
dia1_00430,dia1,valle,9,573.42,bryggen,kleppesto,10,18.1,True,False
dia1_00364,dia1,valle,9,575.84,laksevag,kleppesto,13,30.8,False,False
dia1_00427,dia1,valle,9,576.38,bryggen,kleppesto,13,19.1,True,False
dia1_00380,dia1,valle,9,578.05,laksevag,bryggen,15,19.0,True,False
dia1_00531,dia1,valle,9,579.08,sandviken,laksevag,5,25.1,False,False
dia1_00378,dia1,valle,9,579.1,laksevag,bryggen,4,17.1,True,False
dia1_00319,dia1,valle,9,579.81,kleppesto,bryggen,9,11.0,True,False
dia1_00294,dia1,valle,9,580.69,kleppesto,laksevag,10,34.5,False,False
dia1_00467,dia1,valle,9,582.6,bryggen,laksevag,10,14.8,True,False
dia1_00354,dia1,valle,9,588.37,kleppesto,sandviken,14,29.9,False,False
dia1_00362,dia1,valle,9,589.61,laksevag,kleppesto,10,28.9,False,False
dia1_00321,dia1,valle,9,589.95,kleppesto,bryggen,10,19.8,True,False
dia1_00295,dia1,valle,9,590.76,kleppesto,laksevag,15,28.7,False,False
dia1_00502,dia1,valle,9,591.03,bryggen,sandviken,7,15.8,True,False
dia1_00524,dia1,valle,9,591.1,sandviken,kleppesto,12,34.9,False,False
dia1_00522,dia1,valle,9,591.57,sandviken,kleppesto,7,27.6,False,False
dia1_00379,dia1,valle,9,592.28,laksevag,bryggen,9,13.0,True,False
dia1_00318,dia1,valle,9,593.09,kleppesto,bryggen,9,15.2,True,False
dia1_00298,dia1,valle,9,593.55,kleppesto,laksevag,7,30.6,False,False
dia1_00363,dia1,valle,9,595.65,laksevag,kleppesto,5,34.2,False,False
dia1_00428,dia1,valle,9,596.33,bryggen,kleppesto,8,11.4,True,False
dia1_00466,dia1,valle,9,597.51,bryggen,laksevag,9,15.3,True,False
dia1_00538,dia1,valle,9,599.26,sandviken,bryggen,11,19.8,True,False
dia1_00434,dia1,valle,10,600.26,bryggen,kleppesto,8,16.4,True,False
dia1_00507,dia1,valle,10,600.66,bryggen,sandviken,6,16.0,True,False
dia1_00437,dia1,valle,10,602.32,bryggen,kleppesto,6,14.1,True,False
dia1_00441,dia1,valle,10,605.34,bryggen,kleppesto,11,17.3,True,False
