grupo_id,dia,franja,hora,minuto_dia,origen,destino,tamano_grupo,espera_maxima_min,conexion_fuerte,fin_de_semana
0_00148,0,manana,6,385.64,laksevag,bryggen,7,17.8,True,False
0_00033,0,manana,6,385.9,kleppesto,bryggen,5,19.0,True,False
0_00006,0,manana,6,387.03,kleppesto,laksevag,11,28.1,False,False
0_00034,0,manana,6,387.2,kleppesto,bryggen,11,12.7,True,False
0_00208,0,manana,6,389.0,laksevag,sandviken,9,27.6,False,False
0_00142,0,manana,6,390.2,laksevag,bryggen,9,16.9,True,False
0_00032,0,manana,6,392.96,kleppesto,bryggen,10,12.3,True,False
0_00219,0,manana,6,393.06,bryggen,kleppesto,8,12.8,True,False
0_00060,0,manana,6,393.22,kleppesto,bryggen,11,18.2,True,False
0_00029,0,manana,6,393.5,kleppesto,bryggen,11,11.2,True,False
0_00149,0,manana,6,393.89,laksevag,bryggen,6,19.0,True,False
0_00002,0,manana,6,394.76,kleppesto,laksevag,10,26.3,False,False
0_00261,0,manana,6,395.09,sandviken,bryggen,7,12.7,True,False
0_00059,0,manana,6,396.43,kleppesto,bryggen,10,18.9,True,False
0_00048,0,manana,6,396.44,kleppesto,bryggen,3,17.6,True,False
0_00211,0,manana,6,397.39,laksevag,sandviken,9,25.7,False,False
0_00051,0,manana,6,397.55,kleppesto,bryggen,5,14.0,True,False
0_00043,0,manana,6,398.15,kleppesto,bryggen,10,11.1,True,False
0_00037,0,manana,6,398.26,kleppesto,bryggen,13,12.0,True,False
0_00127,0,manana,6,398.49,laksevag,kleppesto,8,33.4,False,False
0_00056,0,manana,6,398.58,kleppesto,bryggen,9,14.0,True,False
0_00045,0,manana,6,398.66,kleppesto,bryggen,8,12.3,True,False
0_00266,0,manana,6,398.82,sandviken,bryggen,10,16.2,True,False
0_00267,0,manana,6,398.83,sandviken,bryggen,12,18.7,True,False
0_00125,0,manana,6,398.87,laksevag,kleppesto,7,30.8,False,False
0_00028,0,manana,6,399.52,kleppesto,bryggen,5,13.2,True,False
0_00055,0,manana,6,400.01,kleppesto,bryggen,8,10.6,True,False
0_00052,0,manana,6,400.53,kleppesto,bryggen,8,12.4,True,False
0_00124,0,manana,6,401.25,laksevag,kleppesto,7,29.5,False,False
0_00246,0,manana,6,401.93,bryggen,sandviken,13,12.5,True,False
0_00038,0,manana,6,402.72,kleppesto,bryggen,7,13.8,True,False
0_00031,0,manana,6,403.37,kleppesto,bryggen,12,14.1,True,False
0_00268,0,manana,6,403.42,sandviken,bryggen,11,13.5,True,False
0_00035,0,manana,6,403.9,kleppesto,bryggen,11,16.1,True,False
0_00046,0,manana,6,404.37,kleppesto,bryggen,7,17.7,True,False
0_00118,0,manana,6,405.44,kleppesto,sandviken,8,27.3,False,False
0_00271,0,manana,6,405.62,sandviken,bryggen,9,10.7,True,False
0_00264,0,manana,6,406.22,sandviken,bryggen,11,10.4,True,False
0_00050,0,manana,6,406.32,kleppesto,bryggen,8,16.1,True,False
0_00042,0,manana,6,406.65,kleppesto,bryggen,4,11.3,True,False
0_00228,0,manana,6,406.73,bryggen,laksevag,11,13.9,True,False
0_00058,0,manana,6,406.82,kleppesto,bryggen,10,12.2,True,False
0_00146,0,manana,6,407.45,laksevag,bryggen,9,13.4,True,False
0_00150,0,manana,6,408.31,laksevag,bryggen,8,12.6,True,False
0_00044,0,manana,6,409.17,kleppesto,bryggen,8,16.3,True,False
0_00262,0,manana,6,409.56,sandviken,bryggen,10,17.8,True,False
0_00027,0,manana,6,409.64,kleppesto,bryggen,12,16.1,True,False
0_00210,0,manana,6,410.66,laksevag,sandviken,14,34.7,False,False
0_00128,0,manana,6,411.2,laksevag,kleppesto,11,29.0,False,False
0_00135,0,manana,6,412.7,laksevag,bryggen,8,12.2,True,False
0_00133,0,manana,6,412.79,laksevag,bryggen,11,11.9,True,False
0_00151,0,manana,6,412.97,laksevag,bryggen,4,14.0,True,False
0_00274,0,manana,6,413.7,sandviken,bryggen,4,19.6,True,False
0_00123,0,manana,6,414.47,laksevag,kleppesto,9,25.6,False,False
0_00269,0,manana,6,414.8,sandviken,bryggen,4,15.1,True,False
0_00039,0,manana,6,415.05,kleppesto,bryggen,11,13.4,True,False
0_00152,0,manana,6,415.21,laksevag,bryggen,9,12.4,True,False
0_00218,0,manana,6,415.53,bryggen,kleppesto,15,18.0,True,False
0_00117,0,manana,6,415.59,kleppesto,sandviken,7,30.3,False,False
0_00047,0,manana,6,415.6,kleppesto,bryggen,9,10.4,True,False
0_00005,0,manana,6,415.67,kleppesto,laksevag,8,32.8,False,False
0_00136,0,manana,6,415.73,laksevag,bryggen,10,19.5,True,False
0_00008,0,manana,6,415.74,kleppesto,laksevag,5,25.8,False,False
0_00040,0,manana,6,416.2,kleppesto,bryggen,14,11.5,True,False
0_00254,0,manana,6,416.53,sandviken,kleppesto,8,30.7,False,False
0_00140,0,manana,6,416.6,laksevag,bryggen,9,18.8,True,False
0_00054,0,manana,6,416.7,kleppesto,bryggen,6,14.4,True,False
0_00258,0,manana,6,417.36,sandviken,bryggen,8,12.9,True,False
0_00276,0,manana,6,418.35,sandviken,bryggen,8,14.0,True,False
0_00049,0,manana,6,418.47,kleppesto,bryggen,3,19.6,True,False
0_00122,0,manana,6,418.85,laksevag,kleppesto,11,26.3,False,False
0_00126,0,manana,6,419.24,laksevag,kleppesto,10,30.2,False,False
0_00209,0,manana,6,419.69,laksevag,sandviken,10,31.1,False,False
0_00066,0,manana,7,420.77,kleppesto,bryggen,14,13.6,True,False
0_00248,0,manana,7,420.84,bryggen,sandviken,11,11.1,True,False
0_00293,0,manana,7,420.92,sandviken,bryggen,7,10.6,True,False
0_00009,0,manana,7,423.49,kleppesto,laksevag,10,30.1,False,False
0_00234,0,manana,7,424.9,bryggen,laksevag,9,19.5,True,False
0_00082,0,manana,7,425.02,kleppesto,bryggen,10,17.5,True,False
0_00249,0,manana,7,426.23,bryggen,sandviken,13,15.0,True,False
0_00288,0,manana,7,426.77,sandviken,bryggen,10,16.5,True,False
0_00158,0,manana,7,427.64,laksevag,bryggen,12,10.6,True,False
0_00013,0,manana,7,428.15,kleppesto,laksevag,5,34.6,False,False
0_00284,0,manana,7,428.31,sandviken,bryggen,5,12.8,True,False
0_00163,0,manana,7,428.53,laksevag,bryggen,11,17.9,True,False
0_00079,0,manana,7,429.69,kleppesto,bryggen,8,13.7,True,False
0_00176,0,manana,7,431.26,laksevag,bryggen,9,17.9,True,False
0_00247,0,manana,7,432.06,bryggen,sandviken,9,15.2,True,False
0_00010,0,manana,7,432.79,kleppesto,laksevag,11,30.2,False,False
0_00220,0,manana,7,433.8,bryggen,kleppesto,6,17.1,True,False
0_00170,0,manana,7,434.0,laksevag,bryggen,10,10.9,True,False
0_00290,0,manana,7,434.59,sandviken,bryggen,7,15.2,True,False
0_00084,0,manana,7,436.27,kleppesto,bryggen,11,10.4,True,False
0_00222,0,manana,7,436.44,bryggen,kleppesto,5,16.0,True,False
0_00065,0,manana,7,437.25,kleppesto,bryggen,6,13.9,True,False
0_00238,0,manana,7,438.5,bryggen,laksevag,10,15.0,True,False
0_00232,0,manana,7,438.82,bryggen,laksevag,8,19.0,True,False
0_00256,0,manana,7,438.92,sandviken,laksevag,5,28.1,False,False
0_00283,0,manana,7,440.16,sandviken,bryggen,9,10.8,True,False
0_00076,0,manana,7,440.22,kleppesto,bryggen,7,11.4,True,False
0_00286,0,manana,7,440.52,sandviken,bryggen,11,10.7,True,False
0_00073,0,manana,7,440.71,kleppesto,bryggen,12,14.8,True,False
0_00230,0,manana,7,441.05,bryggen,laksevag,6,13.0,True,False
0_00175,0,manana,7,442.06,laksevag,bryggen,10,19.7,True,False
0_00180,0,manana,7,442.69,laksevag,bryggen,7,15.9,True,False
0_00166,0,manana,7,442.81,laksevag,bryggen,11,10.5,True,False
0_00168,0,manana,7,442.96,laksevag,bryggen,6,14.5,True,False
0_00161,0,manana,7,443.71,laksevag,bryggen,4,14.2,True,False
0_00167,0,manana,7,443.78,laksevag,bryggen,11,17.3,True,False
0_00233,0,manana,7,443.96,bryggen,laksevag,11,12.5,True,False
0_00178,0,manana,7,444.37,laksevag,bryggen,5,12.5,True,False
0_00130,0,manana,7,444.82,laksevag,kleppesto,13,25.2,False,False
0_00277,0,manana,7,445.48,sandviken,bryggen,12,15.9,True,False
0_00229,0,manana,7,445.92,bryggen,laksevag,15,19.8,True,False
0_00212,0,manana,7,445.95,laksevag,sandviken,4,28.6,False,False
0_00279,0,manana,7,446.51,sandviken,bryggen,14,16.5,True,False
0_00235,0,manana,7,447.58,bryggen,laksevag,11,13.7,True,False
0_00291,0,manana,7,447.72,sandviken,bryggen,10,14.8,True,False
0_00063,0,manana,7,448.17,kleppesto,bryggen,10,19.5,True,False
0_00223,0,manana,7,450.46,bryggen,kleppesto,8,11.2,True,False
0_00282,0,manana,7,450.49,sandviken,bryggen,7,14.6,True,False
0_00129,0,manana,7,451.29,laksevag,kleppesto,6,27.0,False,False
0_00081,0,manana,7,451.64,kleppesto,bryggen,5,18.4,True,False
0_00156,0,manana,7,452.0,laksevag,bryggen,5,12.0,True,False
0_00067,0,manana,7,452.05,kleppesto,bryggen,7,18.7,True,False
0_00077,0,manana,7,452.67,kleppesto,bryggen,12,12.0,True,False
0_00068,0,manana,7,453.76,kleppesto,bryggen,9,14.6,True,False
0_00181,0,manana,7,454.49,laksevag,bryggen,11,15.7,True,False
0_00250,0,manana,7,454.49,bryggen,sandviken,9,11.5,True,False
0_00083,0,manana,7,454.76,kleppesto,bryggen,9,19.9,True,False
0_00075,0,manana,7,456.25,kleppesto,bryggen,5,17.0,True,False
0_00236,0,manana,7,456.29,bryggen,laksevag,18,17.9,True,False
0_00164,0,manana,7,456.9,laksevag,bryggen,6,19.7,True,False
0_00012,0,manana,7,457.26,kleppesto,laksevag,4,28.5,False,False
0_00231,0,manana,7,458.01,bryggen,laksevag,13,15.1,True,False
0_00165,0,manana,7,458.65,laksevag,bryggen,8,15.9,True,False
0_00157,0,manana,7,459.28,laksevag,bryggen,11,14.7,True,False
0_00062,0,manana,7,459.87,kleppesto,bryggen,12,14.2,True,False
0_00078,0,manana,7,459.94,kleppesto,bryggen,7,11.8,True,False
0_00285,0,manana,7,460.95,sandviken,bryggen,10,12.0,True,False
0_00162,0,manana,7,461.05,laksevag,bryggen,5,13.4,True,False
0_00173,0,manana,7,461.35,laksevag,bryggen,7,19.2,True,False
0_00213,0,manana,7,461.48,laksevag,sandviken,6,32.9,False,False
0_00281,0,manana,7,464.12,sandviken,bryggen,8,11.7,True,False
0_00074,0,manana,7,464.12,kleppesto,bryggen,8,13.4,True,False
0_00071,0,manana,7,465.05,kleppesto,bryggen,10,14.5,True,False
0_00070,0,manana,7,465.8,kleppesto,bryggen,7,16.3,True,False
0_00278,0,manana,7,467.04,sandviken,bryggen,8,14.0,True,False
0_00221,0,manana,7,467.33,bryggen,kleppesto,5,14.9,True,False
0_00064,0,manana,7,467.35,kleppesto,bryggen,12,12.1,True,False
0_00159,0,manana,7,467.86,laksevag,bryggen,9,10.1,True,False
0_00177,0,manana,7,468.63,laksevag,bryggen,8,18.6,True,False
0_00174,0,manana,7,468.97,laksevag,bryggen,12,10.2,True,False
0_00292,0,manana,7,469.76,sandviken,bryggen,7,11.0,True,False
0_00237,0,manana,7,469.78,bryggen,laksevag,10,14.0,True,False
0_00280,0,manana,7,471.04,sandviken,bryggen,9,12.4,True,False
0_00080,0,manana,7,471.13,kleppesto,bryggen,9,10.5,True,False
0_00179,0,manana,7,471.16,laksevag,bryggen,6,18.2,True,False
0_00072,0,manana,7,471.4,kleppesto,bryggen,10,18.3,True,False
0_00011,0,manana,7,472.94,kleppesto,laksevag,7,27.3,False,False
0_00119,0,manana,7,473.61,kleppesto,sandviken,7,33.4,False,False
0_00289,0,manana,7,474.75,sandviken,bryggen,7,10.5,True,False
0_00171,0,manana,7,474.76,laksevag,bryggen,9,14.0,True,False
0_00061,0,manana,7,476.3,kleppesto,bryggen,11,12.6,True,False
0_00172,0,manana,7,476.58,laksevag,bryggen,8,15.6,True,False
0_00160,0,manana,7,476.66,laksevag,bryggen,8,19.4,True,False
0_00069,0,manana,7,476.87,kleppesto,bryggen,7,11.8,True,False
0_00287,0,manana,7,477.16,sandviken,bryggen,8,14.4,True,False
0_00169,0,manana,7,479.44,laksevag,bryggen,8,14.6,True,False
0_00204,0,manana,8,480.53,laksevag,bryggen,7,16.8,True,False
0_00302,0,manana,8,481.85,sandviken,bryggen,8,12.5,True,False
0_00018,0,manana,8,482.38,kleppesto,laksevag,8,29.2,False,False
0_00104,0,manana,8,482.46,kleppesto,bryggen,5,13.4,True,False
0_00014,0,manana,8,482.49,kleppesto,laksevag,5,28.7,False,False
0_00086,0,manana,8,483.03,kleppesto,bryggen,8,10.6,True,False
0_00096,0,manana,8,483.53,kleppesto,bryggen,7,17.7,True,False
0_00016,0,manana,8,484.05,kleppesto,laksevag,9,30.7,False,False
0_00241,0,manana,8,484.79,bryggen,laksevag,6,19.9,True,False
0_00089,0,manana,8,484.82,kleppesto,bryggen,12,18.8,True,False
0_00026,0,manana,8,484.82,kleppesto,laksevag,10,25.5,False,False
0_00019,0,manana,8,486.33,kleppesto,laksevag,8,27.5,False,False
0_00242,0,manana,8,486.81,bryggen,laksevag,6,16.7,True,False
0_00184,0,manana,8,487.01,laksevag,bryggen,7,12.4,True,False
0_00090,0,manana,8,487.21,kleppesto,bryggen,6,16.3,True,False
0_00113,0,manana,8,487.6,kleppesto,bryggen,6,10.9,True,False
0_00191,0,manana,8,492.17,laksevag,bryggen,10,15.6,True,False
0_00207,0,manana,8,492.41,laksevag,bryggen,10,13.2,True,False
0_00188,0,manana,8,494.1,laksevag,bryggen,9,15.9,True,False
0_00296,0,manana,8,494.19,sandviken,bryggen,12,12.8,True,False
0_00131,0,manana,8,494.78,laksevag,kleppesto,10,30.5,False,False
0_00015,0,manana,8,494.9,kleppesto,laksevag,10,25.2,False,False
0_00252,0,manana,8,494.97,bryggen,sandviken,6,12.6,True,False
0_00300,0,manana,8,495.34,sandviken,bryggen,5,10.6,True,False
0_00311,0,manana,8,495.44,sandviken,bryggen,8,10.0,True,False
0_00239,0,manana,8,495.58,bryggen,laksevag,8,15.0,True,False
0_00200,0,manana,8,496.53,laksevag,bryggen,8,11.4,True,False
0_00312,0,manana,8,496.53,sandviken,bryggen,10,17.9,True,False
0_00307,0,manana,8,497.1,sandviken,bryggen,8,13.9,True,False
0_00245,0,manana,8,497.18,bryggen,laksevag,5,19.6,True,False
0_00203,0,manana,8,497.23,laksevag,bryggen,10,13.4,True,False
0_00243,0,manana,8,497.3,bryggen,laksevag,9,10.8,True,False
0_00196,0,manana,8,498.86,laksevag,bryggen,10,15.4,True,False
0_00304,0,manana,8,499.17,sandviken,bryggen,13,14.6,True,False
0_00112,0,manana,8,499.85,kleppesto,bryggen,14,15.5,True,False
0_00225,0,manana,8,500.76,bryggen,kleppesto,9,15.7,True,False
0_00132,0,manana,8,501.21,laksevag,kleppesto,13,32.3,False,False
0_00085,0,manana,8,503.3,kleppesto,bryggen,8,13.6,True,False
0_00017,0,manana,8,503.36,kleppesto,laksevag,6,33.6,False,False
0_00186,0,manana,8,503.5,laksevag,bryggen,7,17.4,True,False
0_00205,0,manana,8,503.56,laksevag,bryggen,9,19.9,True,False
0_00305,0,manana,8,503.63,sandviken,bryggen,12,14.9,True,False
0_00121,0,manana,8,503.76,kleppesto,sandviken,11,26.0,False,False
0_00198,0,manana,8,504.04,laksevag,bryggen,7,19.5,True,False
0_00306,0,manana,8,504.65,sandviken,bryggen,8,10.3,True,False
0_00100,0,manana,8,505.42,kleppesto,bryggen,5,18.7,True,False
0_00103,0,manana,8,506.78,kleppesto,bryggen,7,18.3,True,False
0_00297,0,manana,8,506.9,sandviken,bryggen,11,17.3,True,False
0_00088,0,manana,8,507.91,kleppesto,bryggen,9,19.1,True,False
0_00193,0,manana,8,507.94,laksevag,bryggen,9,17.3,True,False
0_00310,0,manana,8,508.23,sandviken,bryggen,5,10.4,True,False
0_00111,0,manana,8,508.42,kleppesto,bryggen,7,11.7,True,False
0_00102,0,manana,8,509.01,kleppesto,bryggen,10,10.2,True,False
0_00022,0,manana,8,509.01,kleppesto,laksevag,10,27.3,False,False
0_00091,0,manana,8,509.17,kleppesto,bryggen,9,15.4,True,False
0_00094,0,manana,8,509.5,kleppesto,bryggen,5,20.0,True,False
0_00101,0,manana,8,510.51,kleppesto,bryggen,7,12.2,True,False
0_00021,0,manana,8,510.68,kleppesto,laksevag,9,32.5,False,False
0_00240,0,manana,8,511.79,bryggen,laksevag,5,15.7,True,False
0_00194,0,manana,8,511.94,laksevag,bryggen,9,11.5,True,False
0_00185,0,manana,8,512.23,laksevag,bryggen,11,12.7,True,False
0_00201,0,manana,8,512.74,laksevag,bryggen,13,17.7,True,False
0_00244,0,manana,8,513.03,bryggen,laksevag,7,19.2,True,False
0_00097,0,manana,8,513.65,kleppesto,bryggen,5,14.9,True,False
0_00095,0,manana,8,515.19,kleppesto,bryggen,12,17.2,True,False
0_00190,0,manana,8,515.64,laksevag,bryggen,5,16.8,True,False
0_00020,0,manana,8,516.63,kleppesto,laksevag,8,29.2,False,False
0_00257,0,manana,8,516.94,sandviken,laksevag,9,25.2,False,False
0_00110,0,manana,8,517.03,kleppesto,bryggen,8,10.3,True,False
0_00024,0,manana,8,518.4,kleppesto,laksevag,7,33.5,False,False
0_00106,0,manana,8,518.5,kleppesto,bryggen,8,15.0,True,False
0_00215,0,manana,8,519.48,laksevag,sandviken,7,32.9,False,False
0_00120,0,manana,8,519.75,kleppesto,sandviken,8,26.8,False,False
0_00253,0,manana,8,521.6,bryggen,sandviken,8,11.5,True,False
0_00206,0,manana,8,522.16,laksevag,bryggen,5,15.5,True,False
0_00202,0,manana,8,522.58,laksevag,bryggen,6,13.0,True,False
0_00195,0,manana,8,523.4,laksevag,bryggen,11,16.3,True,False
0_00199,0,manana,8,524.42,laksevag,bryggen,5,18.4,True,False
0_00109,0,manana,8,525.12,kleppesto,bryggen,7,14.7,True,False
0_00092,0,manana,8,525.12,kleppesto,bryggen,8,10.7,True,False
0_00183,0,manana,8,525.76,laksevag,bryggen,9,15.4,True,False
0_00023,0,manana,8,526.1,kleppesto,laksevag,8,33.3,False,False
0_00251,0,manana,8,526.37,bryggen,sandviken,7,16.2,True,False
0_00099,0,manana,8,528.01,kleppesto,bryggen,10,12.5,True,False
0_00189,0,manana,8,528.07,laksevag,bryggen,7,18.6,True,False
0_00309,0,manana,8,528.52,sandviken,bryggen,12,14.6,True,False
0_00197,0,manana,8,528.79,laksevag,bryggen,11,16.3,True,False
0_00107,0,manana,8,528.95,kleppesto,bryggen,5,13.8,True,False
0_00108,0,manana,8,529.51,kleppesto,bryggen,7,17.3,True,False
0_00025,0,manana,8,529.64,kleppesto,laksevag,5,34.1,False,False
0_00299,0,manana,8,530.92,sandviken,bryggen,7,13.2,True,False
0_00187,0,manana,8,531.26,laksevag,bryggen,9,16.9,True,False
0_00105,0,manana,8,533.09,kleppesto,bryggen,6,11.2,True,False
0_00294,0,manana,8,533.18,sandviken,bryggen,5,17.1,True,False
0_00308,0,manana,8,533.85,sandviken,bryggen,7,15.1,True,False
0_00087,0,manana,8,535.14,kleppesto,bryggen,6,13.5,True,False
0_00303,0,manana,8,535.83,sandviken,bryggen,7,10.5,True,False
0_00298,0,manana,8,536.32,sandviken,bryggen,8,15.1,True,False
0_00214,0,manana,8,537.49,laksevag,sandviken,6,32.6,False,False
0_00224,0,manana,8,537.81,bryggen,kleppesto,9,15.9,True,False
0_00093,0,manana,8,538.11,kleppesto,bryggen,9,13.8,True,False
0_00192,0,manana,8,538.39,laksevag,bryggen,11,15.0,True,False
0_00182,0,manana,8,538.89,laksevag,bryggen,7,13.6,True,False
0_00295,0,manana,8,538.96,sandviken,bryggen,10,13.4,True,False
0_00255,0,manana,8,539.03,sandviken,kleppesto,8,28.5,False,False
0_00301,0,manana,8,539.23,sandviken,bryggen,13,15.1,True,False
0_00098,0,manana,8,539.73,kleppesto,bryggen,9,18.8,True,False
0_00429,0,valle,9,543.53,laksevag,sandviken,10,30.8,False,False
0_00448,0,valle,9,543.59,bryggen,kleppesto,7,18.5,True,False
0_00558,0,valle,9,544.69,sandviken,bryggen,9,14.2,True,False
0_00386,0,valle,9,545.78,laksevag,kleppesto,9,29.8,False,False
0_00540,0,valle,9,545.81,sandviken,kleppesto,7,30.0,False,False
0_00445,0,valle,9,545.94,bryggen,kleppesto,7,11.2,True,False
0_00341,0,valle,9,546.37,kleppesto,bryggen,9,15.5,True,False
0_00539,0,valle,9,547.03,sandviken,kleppesto,7,34.9,False,False
0_00382,0,valle,9,553.75,laksevag,kleppesto,4,25.4,False,False
0_00514,0,valle,9,556.61,bryggen,sandviken,3,18.4,True,False
0_00314,0,valle,9,556.65,kleppesto,laksevag,9,33.8,False,False
0_00404,0,valle,9,558.1,laksevag,bryggen,9,15.8,True,False
0_00482,0,valle,9,563.07,bryggen,laksevag,13,15.7,True,False
0_00556,0,valle,9,563.52,sandviken,bryggen,6,15.1,True,False
0_00428,0,valle,9,566.14,laksevag,sandviken,9,34.9,False,False
0_00483,0,valle,9,566.46,bryggen,laksevag,13,15.3,True,False
0_00370,0,valle,9,567.04,kleppesto,sandviken,8,25.9,False,False
0_00446,0,valle,9,568.1,bryggen,kleppesto,10,13.8,True,False
0_00447,0,valle,9,569.06,bryggen,kleppesto,7,11.2,True,False
0_00430,0,valle,9,569.81,laksevag,sandviken,9,31.4,False,False
0_00515,0,valle,9,571.83,bryggen,sandviken,10,17.8,True,False
0_00313,0,valle,9,574.41,kleppesto,laksevag,4,29.3,False,False
0_00538,0,valle,9,575.06,sandviken,kleppesto,22,26.9,False,False
0_00338,0,valle,9,575.81,kleppesto,bryggen,9,10.5,True,False
0_00401,0,valle,9,576.49,laksevag,bryggen,10,14.6,True,False
0_00547,0,valle,9,581.08,sandviken,laksevag,9,28.4,False,False
0_00372,0,valle,9,583.74,kleppesto,sandviken,11,29.2,False,False
0_00484,0,valle,9,583.88,bryggen,laksevag,8,15.8,True,False
0_00557,0,valle,9,584.04,sandviken,bryggen,3,16.1,True,False
0_00337,0,valle,9,585.28,kleppesto,bryggen,8,10.4,True,False
0_00481,0,valle,9,585.43,bryggen,laksevag,12,18.0,True,False
0_00342,0,valle,9,588.85,kleppesto,bryggen,9,10.4,True,False
0_00384,0,valle,9,589.86,laksevag,kleppesto,10,34.5,False,False
0_00559,0,valle,9,590.89,sandviken,bryggen,8,19.7,True,False
0_00385,0,valle,9,590.93,laksevag,kleppesto,9,25.7,False,False
0_00315,0,valle,9,591.18,kleppesto,laksevag,9,29.7,False,False
0_00339,0,valle,9,592.64,kleppesto,bryggen,9,16.4,True,False
0_00340,0,valle,9,594.1,kleppesto,bryggen,7,10.4,True,False
0_00402,0,valle,9,596.15,laksevag,bryggen,12,17.2,True,False
0_00403,0,valle,9,596.35,laksevag,bryggen,10,10.0,True,False
0_00343,0,valle,9,596.46,kleppesto,bryggen,9,10.2,True,False
0_00383,0,valle,9,598.12,laksevag,kleppesto,5,26.5,False,False
0_00444,0,valle,9,598.86,bryggen,kleppesto,12,11.7,True,False
0_00371,0,valle,9,599.97,kleppesto,sandviken,13,29.3,False,False
0_00561,0,valle,10,601.96,sandviken,bryggen,11,18.3,True,False
0_00548,0,valle,10,602.47,sandviken,laksevag,6,31.8,False,False
0_00432,0,valle,10,602.56,laksevag,sandviken,10,31.9,False,False
0_00318,0,valle,10,603.44,kleppesto,laksevag,10,25.4,False,False
0_00392,0,valle,10,605.28,laksevag,kleppesto,15,25.5,False,False
0_00453,0,valle,10,610.68,bryggen,kleppesto,6,12.1,True,False
0_00486,0,valle,10,611.08,bryggen,laksevag,6,16.6,True,False
0_00410,0,valle,10,611.5,laksevag,bryggen,9,17.4,True,False
0_00405,0,valle,10,613.26,laksevag,bryggen,10,11.8,True,False
0_00516,0,valle,10,616.67,bryggen,sandviken,6,13.4,True,False
0_00449,0,valle,10,616.72,bryggen,kleppesto,12,19.1,True,False
0_00487,0,valle,10,616.76,bryggen,laksevag,11,17.0,True,False
0_00454,0,valle,10,619.1,bryggen,kleppesto,8,19.5,True,False
0_00373,0,valle,10,621.31,kleppesto,sandviken,8,30.2,False,False
0_00345,0,valle,10,624.33,kleppesto,bryggen,11,11.7,True,False
0_00560,0,valle,10,624.47,sandviken,bryggen,10,12.0,True,False
0_00388,0,valle,10,625.04,laksevag,kleppesto,7,29.2,False,False
0_00389,0,valle,10,627.14,laksevag,kleppesto,8,26.2,False,False
0_00406,0,valle,10,628.7,laksevag,bryggen,11,12.2,True,False
0_00407,0,valle,10,628.99,laksevag,bryggen,14,11.0,True,False
0_00344,0,valle,10,628.99,kleppesto,bryggen,9,15.6,True,False
0_00346,0,valle,10,629.43,kleppesto,bryggen,7,11.9,True,False
0_00519,0,valle,10,630.44,bryggen,sandviken,7,12.5,True,False
0_00408,0,valle,10,631.05,laksevag,bryggen,9,14.9,True,False
